pvs_id,mode,sample_index,O22
TR04_SRC004_HRC02,0,1,4.429805620811639
TR04_SRC004_HRC02,0,2,4.429805620811639
TR04_SRC004_HRC02,0,3,4.429805620811639
TR04_SRC004_HRC02,0,4,4.429805620811639
TR04_SRC004_HRC02,0,5,2.755025408058976
TR04_SRC004_HRC02,0,6,2.755025408058976
TR04_SRC004_HRC02,0,7,2.755025408058976
TR04_SRC004_HRC02,0,8,2.755025408058976
TR04_SRC004_HRC02,0,9,2.755025408058976
TR04_SRC004_HRC02,0,10,2.755025408058976
TR04_SRC004_HRC02,0,11,2.755025408058976
TR04_SRC004_HRC02,0,12,2.755025408058976
TR04_SRC004_HRC02,0,13,2.755025408058976
TR04_SRC004_HRC02,0,14,2.755025408058976
TR04_SRC004_HRC02,0,15,1.0901335854119352
TR04_SRC004_HRC02,0,16,1.0901335854119352
TR04_SRC004_HRC02,0,17,1.0901335854119352
TR04_SRC004_HRC02,0,18,1.0901335854119352
TR04_SRC004_HRC02,0,19,1.0901335854119352
TR04_SRC004_HRC02,0,20,1.08507176747549
TR04_SRC004_HRC02,0,21,1.08507176747549
TR04_SRC004_HRC02,0,22,1.08507176747549
TR04_SRC004_HRC02,0,23,1.08507176747549
TR04_SRC004_HRC02,0,24,1.08507176747549
TR04_SRC004_HRC02,0,25,1.0844014994784743
TR04_SRC004_HRC02,0,26,1.0844014994784743
TR04_SRC004_HRC02,0,27,1.0844014994784743
TR04_SRC004_HRC02,0,28,1.0844014994784743
TR04_SRC004_HRC02,0,29,1.078542404114663
TR04_SRC004_HRC02,0,30,1.0763356692628994
TR04_SRC004_HRC02,0,31,1.0763356692628994
TR04_SRC004_HRC02,0,32,1.0763356692628994
TR04_SRC004_HRC02,0,33,1.0763356692628994
TR04_SRC004_HRC02,0,34,1.0761527682829808
TR04_SRC004_HRC02,0,35,1.0773562895994726
TR04_SRC004_HRC02,0,36,1.0773562895994726
TR04_SRC004_HRC02,0,37,1.0773562895994726
TR04_SRC004_HRC02,0,38,1.0773562895994726
TR04_SRC004_HRC02,0,39,1.0752746624663112
TR04_SRC004_HRC02,0,40,1.0750184433676648
TR04_SRC004_HRC02,0,41,1.0750184433676648
TR04_SRC004_HRC02,0,42,1.0750184433676648
TR04_SRC004_HRC02,0,43,1.0750184433676648
TR04_SRC004_HRC02,0,44,1.0763479359280852
TR04_SRC004_HRC02,0,45,1.075786210234227
TR04_SRC004_HRC02,0,46,1.075786210234227
TR04_SRC004_HRC02,0,47,1.075786210234227
TR04_SRC004_HRC02,0,48,1.075786210234227
TR04_SRC004_HRC02,0,49,1.074300676311291
TR04_SRC004_HRC02,0,50,1.074300676311291
TR04_SRC004_HRC02,0,51,1.074300676311291
TR04_SRC004_HRC02,0,52,1.074300676311291
TR04_SRC004_HRC02,0,53,1.074300676311291
TR04_SRC004_HRC02,0,54,1.0765670689443474
TR04_SRC004_HRC02,0,55,1.0765670689443474
TR04_SRC004_HRC02,0,56,1.0765670689443474
TR04_SRC004_HRC02,0,57,1.0765670689443474
TR04_SRC004_HRC02,0,58,1.0765670689443474
TR04_SRC004_HRC02,0,59,1.0737642967233534
TR04_SRC004_HRC02,1,0,3.5440559260078524
TR04_SRC004_HRC02,1,1,3.5440559260078524
TR04_SRC004_HRC02,1,2,3.5440559260078524
TR04_SRC004_HRC02,1,3,3.5440559260078524
TR04_SRC004_HRC02,1,4,3.5440559260078524
